Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/exibir_nota,66272,14497,380,2621.6638579214728,0.9062180000114495,94830.54984900002,37.22733582810237,551.2197623409907,120.57932301209169,380,1100,2300,2900,5300,11000,21000,36000,69000,95000,95000
,Aggregated,66272,14497,380,2621.6638579214728,0.9062180000114495,94830.54984900002,37.22733582810237,551.2197623409907,120.57932301209169,380,1100,2300,2900,5300,11000,21000,36000,69000,95000,95000
